SF4	FE2	Fe	[Fe]([S][S][S])	
SF4	FE3	Fe	[Fe]([S][S][S])	
SF4	FE4	Fe	[Fe]([S][S][S])	
SFO	S	S	[S]([H][O][O]=[O])	
SIR	CO	Co	[Co]([N][N][N][N])	
SMO	MO	Mo	[Mo](=[O]=[O]=[S])	
SNI	SE	Se	[Se](=[C])	
SOC	SE	Se	[Se]([C][H]=[O]=[O])	
SPW	D1A	D	[D]([N])	
SPW	D1B	D	[D]([N])	
SPW	D1C	D	[D]([N])	
SPW	D5A	D	[D]([N])	
SPW	D5B	D	[D]([N])	
SPW	DXT	D	[D]([N])	
SPW	DXU	D	[D]([N])	
SPW	DXX	D	[D]([N])	
SPW	DXY	D	[D]([N])	
SPW	DXZ	D	[D]([N])	
SRM	FE	Fe	[Fe]([N][N][N][N])	
SSE	SE4	Se	[Se]([C][C][C])	
SVA	V	V	[V]([O][O][O][O][O])	
SXC	PD1	Pd	[Pd]([Br][C][S][S])	
TBR	TA1	Ta	[Ta]([Br][Br][Br][Br][Ta][Ta][Ta][Ta])	
TBR	TA2	Ta	[Ta]([Br][Br][Br][Br][Ta][Ta][Ta][Ta])	
TBR	TA3	Ta	[Ta]([Br][Br][Br][Br][Ta][Ta][Ta][Ta])	
TBR	TA4	Ta	[Ta]([Br][Br][Br][Br][Ta][Ta][Ta][Ta])	
TBR	TA5	Ta	[Ta]([Br][Br][Br][Br][Ta][Ta][Ta][Ta])	
TBR	TA6	Ta	[Ta]([Br][Br][Br][Br][Ta][Ta][Ta][Ta])	
TBR	BR1	Br	[Br]([Ta][Ta])	
TBR	BR2	Br	[Br]([Ta][Ta])	
TBR	BR3	Br	[Br]([Ta][Ta])	
TBR	BR4	Br	[Br]([Ta][Ta])	
TBR	BR5	Br	[Br]([Ta][Ta])	
TBR	BR6	Br	[Br]([Ta][Ta])	
TBR	BR7	Br	[Br]([Ta][Ta])	
TBR	BR8	Br	[Br]([Ta][Ta])	
TBR	BR9	Br	[Br]([Ta][Ta])	
TBR	BRA	Br	[Br]([Ta][Ta])	
TBR	BRB	Br	[Br]([Ta][Ta])	
TBR	BRC	Br	[Br]([Ta][Ta])	
TCN	NI	Ni	[Ni]([C][C][C][C])	
TE6	TE1	Te	[Te]([O][O][O][O][O][O])	
TIL	CR	Cr	[Cr]([N][O][O])	
TKL	CL	Cl	[Cl]([C][N])	
TPT	PT1	Pt	[Pt]([N][N][N])	
TSD	D31	D	[D]([C])	
TSD	D32	D	[D]([C])	
TSD	D21	D	[D]([C])	
TSD	D22	D	[D]([C])	
TTI	TE5	Te	[Te](=[C])	
UVC	V	V	[V]([O][O][O][O]=[O])	
V21	S15	S	[S](=[C]=[N])	
V4O	V1	V	[V]([O][O][O]=[O])	
V4O	V2	V	[V]([O][O][O]=[O])	
V4O	V3	V	[V]([O][O][O]=[O])	
V4O	V4	V	[V]([O][O][O]=[O])	
V7O	V1	V	[V]([O]=[O]=[O]=[O])	
V7O	V2	V	[V]([O]=[O]=[O])	
V7O	V3	V	[V]([O][O]=[O]=[O])	
V7O	V4	V	[V]([O][O]=[O]=[O])	
V7O	V5	V	[V]([O][O]=[O])	
V7O	V6	V	[V]([O]=[O]=[O])	
V7O	V7	V	[V]([O]=[O]=[O]=[O])	
V7O	O4	O	[O]([V][V][V])	
V7O	O14	O	[O]([V][V][V])	
VA3	V1	V	[V]([O]=[O]=[O])	
VA3	V2	V	[V]([O][O][O]=[O])	
VA3	O4	O	[O](=[V])	
VA3	V3	V	[V]([O]=[O]=[O])	
VEA	FE	Fe	[Fe]([N][N][N][N])	
VER	FE	Fe	[Fe]([N][N][N][N])	
VG1	V	V	[V]([O][O]=[O]=[O])	
VN4	V	V	[V]([O]=[O]=[O])	
VO3	V1	V	[V]([O][O][O]=[O])	
VO3	V2	V	[V]([O][O][O]=[O])	
VO3	V3	V	[V]([O][O][O]=[O])	
VO3	V4	V	[V]([O][O][O]=[O])	
VO4	V	V	[V]([O][O][O]=[O])	
WCC	NI	Ni	[Ni]([S][S][S])	
WCC	FE1	Fe	[Fe]([S][S][S])	
WCC	FE3	Fe	[Fe]([S][S][S])	
WCC	FE4	Fe	[Fe]([S][S][S])	
WO2	W1	W	[W]([O][O][O][O][O][O])	
WO2	W2	W	[W]([O][O][O][O][O][O])	
WO2	W3	W	[W]([O][O][O][O][O][O])	
WO2	W4	W	[W]([O][O][O][O][O][O])	
WO2	W5	W	[W]([O][O][O][O][O][O])	
WO2	W6	W	[W]([O][O][O][O][O][O])	
WO2	W7	W	[W]([O][O][O][O][O][O])	
WO2	W8	W	[W]([O][O][O][O][O][O])	
WO2	W9	W	[W]([O][O][O][O][O][O])	
WO2	W10	W	[W]([O][O][O][O][O][O])	
WO2	W11	W	[W]([O][O][O][O][O][O])	
WO2	W12	W	[W]([O][O][O][O][O][O])	
WO2	W13	W	[W]([O][O][O][O][O][O])	
WO2	W14	W	[W]([O][O][O][O][O][O])	
WO2	W15	W	[W]([O][O][O][O][O][O])	
WO2	W16	W	[W]([O][O][O][O][O][O])	
WO2	W17	W	[W]([O][O][O][O][O][O])	
WO2	W18	W	[W]([O][O][O][O][O][O])	
WO2	P1	P	[P]([O][O][O][O])	
WO2	OP1	O	[O]([P][W][W])	
WO2	OP2	O	[O]([P][W][W])	
WO2	OP3	O	[O]([P][W][W])	
WO2	OP4	O	[O]([P][W][W][W])	
WO2	P2	P	[P]([O][O][O][O])	
WO2	OP5	O	[O]([P][W][W])	
WO2	OP6	O	[O]([P][W][W])	
WO2	OP7	O	[O]([P][W][W])	
WO2	OP8	O	[O]([P][W][W][W])	
WO3	WA	W	[W](=[O]=[O]=[O]=[O]=[O]=[O])	
WO3	WB	W	[W](=[O]=[O]=[O]=[O]=[O]=[O])	
WO3	WC	W	[W](=[O]=[O]=[O]=[O]=[O]=[O])	
WO3	O	O	[O](=[W]=[W]=[W])	
WO3	O3A	O	[O](=[W]=[W])	
WO3	O3B	O	[O](=[W]=[W])	
WO3	O3C	O	[O](=[W]=[W])	
WO4	W	W	[W]([O][O]=[O]=[O])	
WO5	W	W	[W]([O][O][O][O][O])	
WO6	W	W	[W]([O][O][O]=[O])	
XCC	FE1	Fe	[Fe]([S][S][S])	
XCC	FE2	Fe	[Fe]([S])	
XCC	FE3	Fe	[Fe]([S][S][S])	
XCC	FE4	Fe	[Fe]([S][S][S])	
YBT	Y1	Y	[Y]([N][O][O][O][O])	
YBT	O1	O	[O]([C][H][Y])	
YBT	O2	O	[O]([C][H][Y])	
YBT	O4	O	[O]([C][H][Y])	
YBT	O5	O	[O]([C][H][Y])	
YBT	N1	N	[N]([C][C][C][Y])	
YH	Y	Y	[Y]([O])	
YH	O1	O	[O]([H][H][Y])	
YOK	FE	Fe	[Fe]([N][N][O][O])	
YOL	FE	Fe	[Fe]([N][N][O][O])	
YOM	FE	Fe	[Fe]([N][N][O][O])	
ZEM	ZN	Zn	[Zn]([N][N][N][N])	
ZH3	ZN	Zn	[Zn]([O][O][O])	
ZN3	ZN	Zn	[Zn]([O])	
ZN3	O1	O	[O]([H][H][Zn])	
ZNH	ZN	Zn	[Zn]([N][N][N][N])	
ZNO	ZN	Zn	[Zn]([O][O])	
ZNO	O1	O	[O]([H][H][Zn])	
ZNO	O2	O	[O]([H][H][Zn])	
ZO3	ZN	Zn	[Zn]([O][O][O])	
ZO3	O1	O	[O]([H][H][Zn])	
ZO3	O2	O	[O]([H][H][Zn])	
ZO3	O3	O	[O]([H][H][Zn])	
ZRC	ZR1	Zr	[Zr]([O][O][O][O][O][O][O])	
ZRC	ZR2	Zr	[Zr]([O][O][O][O][O][O][O])	
ZRC	ZR3	Zr	[Zr]([O][O][O][O][O][O][O])	
ZYZ	SE	Se	[Se]([C][O]=[O])	
